label,position,val-2,val-3,val-4,val-5,val-6,val-7,val-8,val-9
label_5,403,1,0,0,0,0,0,0,0
label_5,404,1,0,0,0,0,0,0,0
label_5,405,1,0,0,0,0,0,0,0
label_5,406,1,0,0,0,0,0,0,0
label_5,407,1,0,0,0,0,0,0,0
label_5,408,1,0,0,0,0,0,0,0
label_5,409,1,0,0,0,0,0,0,0
label_5,410,1,0,0,0,0,0,0,0
label_5,411,1,0,0,0,0,0,0,0
label_5,412,1,0,0,0,0,0,0,0
label_5,413,1,0,0,0,0,0,0,0
label_5,414,1,0,0,0,0,0,0,0
label_5,415,1,0,0,0,0,0,0,0
label_5,416,1,0,0,0,0,0,0,0
label_5,417,1,0,0,0,0,0,0,0
label_5,418,1,0,0,0,0,0,0,0
label_5,419,1,0,0,0,0,0,0,0
label_5,420,1,0,0,0,0,0,0,0
label_5,421,1,0,0,0,0,0,0,0
label_5,422,1,0,0,0,0,0,0,0
label_5,423,1,0,0,0,0,0,0,0
label_5,424,1,0,0,0,0,0,0,0
label_5,425,1,0,0,0,0,0,0,0
label_5,426,1,0,0,0,0,0,0,0
label_5,427,1,0,0,0,0,0,0,0
label_5,428,1,0,0,0,0,0,0,0
label_5,429,1,0,0,0,0,0,0,0
label_5,430,1,0,0,0,0,0,0,0
label_5,431,1,0,0,0,0,0,0,0
label_5,432,1,0,0,0,0,0,0,0
label_5,433,1,0,0,0,0,0,0,0
label_5,434,1,0,0,0,0,0,0,0
label_5,435,1,0,0,0,0,0,0,0
label_5,436,1,0,0,0,0,0,0,0
label_5,437,1,0,0,0,0,0,0,0
label_5,438,1,0,0,0,0,0,0,0
label_5,439,1,0,0,0,0,0,0,0
label_5,440,1,0,0,0,0,0,0,0
label_5,441,1,0,0,0,0,0,0,0
label_5,442,1,0,0,0,0,0,0,0
label_5,443,1,0,0,0,0,0,0,0
label_5,444,1,0,0,0,0,0,0,0
label_5,445,1,0,0,0,0,0,0,0
label_5,446,1,0,0,0,0,0,0,0
label_5,447,1,0,0,0,0,0,0,0
label_5,448,1,0,0,0,0,0,0,0
label_5,449,1,0,0,0,0,0,0,0
label_5,450,1,0,0,0,0,0,0,0
label_5,451,1,0,0,0,0,0,0,0
label_5,452,1,0,0,0,0,0,0,0
label_5,453,1,0,0,0,0,0,0,0
label_5,454,1,0,0,0,0,0,0,0
label_5,455,1,0,0,0,0,0,0,0
label_5,456,1,0,0,0,0,0,0,0
label_5,457,1,0,0,0,0,0,0,0
label_5,458,1,0,0,0,0,0,0,0
label_5,459,1,0,0,0,0,0,0,0
label_5,460,1,0,0,0,0,0,0,0
label_5,461,1,0,0,0,0,0,0,0
label_5,462,1,0,0,0,0,0,0,0
label_5,463,1,0,0,0,0,0,0,0
label_5,464,1,0,0,0,0,0,0,0
label_5,465,1,0,0,0,0,0,0,0
label_5,466,1,0,0,0,0,0,0,0
label_5,467,1,0,0,0,0,0,0,0
label_5,468,1,0,0,0,0,0,0,0
label_5,469,1,0,0,0,0,0,0,0
label_5,470,1,0,0,0,0,0,0,0
label_5,471,1,0,0,0,0,0,0,0
label_5,472,1,0,0,0,0,0,0,0
label_5,473,1,0,0,0,0,0,0,0
label_5,474,1,0,0,0,0,0,0,0
label_5,475,1,0,0,0,0,0,0,0
label_5,476,1,0,0,0,0,0,0,0
label_5,477,1,0,0,0,0,0,0,0
label_5,478,1,0,0,0,0,0,0,0
label_5,748,0,0,0,0,0,1,0,0
label_5,749,0,0,0,0,0,1,0,0
label_5,750,0,0,0,0,0,1,0,0
label_5,751,0,0,0,0,0,1,0,0
label_5,752,0,0,0,0,0,1,0,0
label_5,753,0,0,0,0,0,1,0,0
label_5,754,0,0,0,0,0,1,0,0
label_5,755,0,0,0,0,0,1,0,0
label_5,756,0,0,0,0,0,1,0,0
label_5,757,0,0,0,0,0,1,0,0
label_5,758,0,0,0,0,0,1,0,0
label_5,759,0,0,0,0,0,1,0,0
label_5,760,0,0,0,0,0,1,0,0
label_5,761,0,0,0,0,0,1,0,0
label_5,762,0,0,0,0,0,1,0,0
label_5,763,0,0,0,0,0,1,0,0
label_5,764,0,0,0,0,0,1,0,0
label_5,765,0,0,0,0,0,1,0,0
label_5,766,0,0,0,0,0,1,0,0
label_5,767,0,0,0,0,0,1,0,0
label_5,768,0,0,0,0,0,1,0,0
label_5,769,0,0,0,0,0,1,0,0
label_5,770,0,0,0,0,0,1,0,0
label_5,771,0,0,0,0,0,1,0,0
label_5,772,0,0,0,0,0,1,0,0
label_5,773,0,0,0,0,0,1,0,0
label_5,774,0,1,1,0,0,1,0,0
label_5,775,0,1,1,0,0,1,0,0
label_5,776,0,1,1,0,0,1,0,0
