label,position,val-2,val-3,val-4,val-5,val-6,val-7,val-8,val-9
label_10,436,1,0,0,0,0,0,0,0
label_10,437,1,0,0,0,0,0,0,0
label_10,438,1,0,0,0,0,0,0,0
label_10,439,1,0,0,0,0,0,0,0
label_10,440,1,0,0,0,0,0,0,0
label_10,441,1,0,0,0,0,0,0,0
label_10,442,1,0,0,0,0,0,0,0
label_10,443,1,0,0,0,0,0,0,0
label_10,444,1,0,0,0,0,0,0,0
label_10,445,1,0,0,0,0,0,0,0
label_10,446,1,0,0,0,0,0,0,0
label_10,447,1,0,0,0,0,0,0,0
label_10,448,1,0,0,0,0,0,0,0
label_10,449,1,0,0,0,0,0,0,0
label_10,450,1,0,0,0,0,0,0,0
label_10,451,1,0,0,0,0,0,0,0
label_10,452,1,0,0,0,0,0,0,0
label_10,453,1,0,0,0,0,0,0,0
label_10,454,1,0,0,0,0,0,0,0
label_10,455,1,0,0,0,0,0,0,0
label_10,456,1,0,0,0,0,0,0,0
label_10,457,1,0,0,0,0,0,0,0
label_10,458,1,0,0,0,0,0,0,0
label_10,459,1,0,0,0,0,0,0,0
label_10,460,1,0,0,0,0,0,0,0
label_10,461,1,0,0,0,0,0,0,0
label_10,462,1,0,0,0,0,0,0,0
label_10,463,2,0,0,0,0,0,0,0
label_10,464,2,0,0,0,0,0,0,0
label_10,465,2,0,0,0,0,0,0,0
label_10,466,2,0,0,0,0,0,0,0
label_10,467,2,0,0,0,0,0,0,0
label_10,468,2,0,0,0,0,0,0,0
label_10,469,2,0,0,0,0,0,0,0
label_10,470,2,0,0,0,0,0,0,0
label_10,471,2,0,0,0,0,0,0,0
label_10,472,2,0,0,0,0,0,0,0
label_10,473,1,0,0,0,0,0,0,0
label_10,474,1,0,0,0,0,0,0,0
label_10,475,1,0,0,0,0,0,0,0
label_10,476,1,0,0,0,0,0,0,0
label_10,477,1,0,0,0,0,0,0,0
label_10,478,1,0,0,0,0,0,0,0
label_10,479,1,0,0,0,0,0,0,0
label_10,480,1,0,0,0,0,0,0,0
label_10,481,1,0,0,0,0,0,0,0
label_10,482,1,0,0,0,0,0,0,0
label_10,483,1,0,0,0,0,0,0,0
label_10,484,1,0,0,0,0,0,0,0
label_10,485,1,0,0,0,0,0,0,0
label_10,486,1,0,0,0,0,0,0,0
label_10,487,1,0,0,0,0,0,0,0
label_10,488,1,0,0,0,0,0,0,0
label_10,489,1,0,0,0,0,0,0,0
label_10,490,1,0,0,0,0,0,0,0
label_10,491,1,0,0,0,0,0,0,0
label_10,492,1,0,0,0,0,0,0,0
label_10,493,1,0,0,0,0,0,0,0
label_10,494,1,0,0,0,0,0,0,0
label_10,495,1,0,0,0,0,0,0,0
label_10,496,1,0,0,0,0,0,0,0
label_10,497,1,0,0,0,0,0,0,0
label_10,498,1,0,0,0,0,0,0,0
label_10,499,1,0,0,0,0,0,0,0
label_10,500,1,0,0,0,0,0,0,0
label_10,501,1,0,0,0,0,0,0,0
label_10,502,1,0,0,0,0,0,0,0
label_10,503,3,1,0,0,1,0,0,0
label_10,504,3,1,0,0,1,0,0,0
label_10,505,3,1,0,0,1,0,0,0
label_10,506,3,1,0,0,1,0,0,0
label_10,507,3,1,0,0,1,0,0,0
label_10,508,3,1,0,0,1,0,0,0
label_10,509,3,1,0,0,1,0,0,0
label_10,510,3,1,0,0,1,0,0,0
label_10,511,3,1,0,0,1,0,0,0
label_10,512,3,1,0,0,1,0,0,0
label_10,513,3,1,0,0,1,0,0,0
label_10,514,3,1,0,0,1,0,0,0
label_10,515,3,1,0,0,1,0,0,0
label_10,516,3,1,0,0,1,0,0,0
label_10,517,3,1,0,0,1,0,0,0
label_10,518,3,1,0,0,1,0,0,0
label_10,519,3,1,0,0,1,0,0,0
label_10,520,3,1,0,0,1,0,0,0
label_10,521,3,1,0,0,1,0,0,0
label_10,522,3,1,0,0,1,0,0,0
label_10,523,3,1,0,0,1,0,0,0
label_10,524,3,1,0,0,1,0,0,0
label_10,525,3,1,0,0,1,0,0,0
label_10,526,3,1,0,0,1,0,0,0
label_10,527,3,1,0,0,1,0,0,0
label_10,528,3,1,0,0,1,0,0,0
label_10,529,3,1,0,0,1,0,0,0
label_10,530,3,1,0,0,1,0,0,0
label_10,531,3,1,0,0,1,0,0,0
label_10,532,3,1,0,0,1,0,0,0
label_10,533,3,1,0,0,1,0,0,0
label_10,534,3,1,0,0,1,0,0,0
label_10,535,3,1,0,0,1,0,0,0
label_10,536,3,1,0,0,1,0,0,0
label_10,537,3,1,0,0,1,0,0,0
label_10,538,3,1,0,0,1,0,0,0
label_10,539,3,1,0,0,1,0,0,0
label_10,540,3,1,0,0,1,0,0,0
label_10,541,3,1,0,0,1,0,0,0
label_10,542,3,1,0,0,1,0,0,0
label_10,543,3,1,0,0,1,0,0,0
label_10,544,3,1,0,0,1,0,0,0
label_10,545,3,1,0,0,1,0,0,0
label_10,546,3,1,0,0,1,0,0,0
label_10,547,3,1,0,0,1,0,0,0
label_10,548,3,1,0,0,1,0,0,0
label_10,549,3,1,0,0,1,0,0,0
label_10,550,3,1,0,0,1,0,0,0
label_10,551,3,1,0,0,1,0,0,0
label_10,552,3,1,0,0,1,0,0,0
label_10,553,2,1,0,0,1,0,0,0
label_10,554,2,1,0,0,1,0,0,0
label_10,555,2,1,0,0,1,0,0,0
label_10,556,2,1,0,0,1,0,0,0
label_10,557,2,1,0,0,1,0,0,0
label_10,558,2,1,0,0,1,0,0,0
label_10,559,2,1,0,0,1,0,0,0
label_10,560,2,1,0,0,1,0,0,0
label_10,561,2,1,0,0,1,0,0,0
label_10,562,2,1,0,0,1,0,0,0
label_10,563,2,1,0,0,1,0,0,0
label_10,564,2,1,0,0,1,0,0,0
label_10,565,1,1,0,0,1,0,0,0
label_10,566,1,1,0,0,1,0,0,0
label_10,567,1,1,0,0,1,0,0,0
label_10,568,1,1,0,0,1,0,0,0
label_10,569,1,1,0,0,1,0,0,0
label_10,570,1,1,0,0,1,0,0,0
label_10,571,0,1,0,0,1,0,0,0
label_10,572,0,0,0,0,1,0,0,0
label_10,573,0,0,0,0,1,0,0,0
label_10,574,0,0,0,0,1,0,0,0
label_10,575,0,0,0,0,1,0,0,0
label_10,808,0,1,0,0,0,0,0,0
label_10,809,0,1,0,0,0,0,0,0
label_10,810,0,1,0,0,0,0,0,0
label_10,811,0,1,0,0,0,0,0,0
label_10,812,0,1,0,0,0,0,0,0
label_10,813,0,1,0,0,0,0,0,0
label_10,814,0,1,0,0,0,0,0,0
label_10,815,0,1,0,0,0,0,0,0
label_10,816,0,1,0,0,0,0,0,0
label_10,817,0,1,0,0,0,0,0,0
label_10,818,0,1,0,0,0,0,0,0
label_10,819,0,1,0,0,0,0,0,0
label_10,820,0,1,0,0,0,0,0,0
label_10,821,0,1,0,0,0,0,0,0
label_10,822,0,1,0,0,0,0,0,0
label_10,823,0,1,0,0,0,0,0,0
label_10,824,0,1,0,0,0,0,0,0
label_10,825,0,1,0,0,0,0,0,0
label_10,826,0,1,0,0,0,0,0,0
label_10,827,0,1,0,0,0,0,0,0
label_10,828,0,1,0,0,0,0,0,0
label_10,829,0,1,0,0,0,0,0,0
label_10,830,0,1,0,0,0,0,0,0
label_10,831,0,1,0,0,0,0,0,0
label_10,832,0,1,0,0,0,0,0,0
label_10,833,0,1,0,0,0,0,0,0
label_10,834,0,1,0,0,0,0,0,0
label_10,835,0,1,0,0,0,0,0,0
label_10,836,0,1,0,0,0,0,0,0
label_10,837,0,1,0,0,0,0,0,0
label_10,838,0,1,0,0,0,0,0,0
label_10,839,0,1,0,0,0,0,0,0
label_10,840,0,1,0,0,0,0,0,0
label_10,841,0,1,0,0,0,0,0,0
label_10,842,0,1,0,0,0,0,0,0
label_10,843,0,1,0,0,0,0,0,0
label_10,844,0,1,0,0,0,0,0,0
label_10,845,0,1,0,0,0,0,0,0
label_10,846,0,1,0,0,0,0,0,0
label_10,847,0,1,0,0,0,0,0,0
label_10,848,0,1,0,0,0,0,0,0
label_10,849,0,1,0,0,0,0,0,0
label_10,850,0,1,0,0,0,0,0,0
label_10,851,0,1,0,0,0,0,0,0
label_10,852,0,1,0,0,0,0,0,0
label_10,853,0,1,0,0,0,0,0,0
label_10,854,0,1,0,0,0,0,0,0
label_10,855,0,1,0,0,0,0,0,0
label_10,856,0,1,0,0,0,0,0,0
label_10,857,0,1,0,0,0,0,0,0
label_10,858,0,1,0,0,0,0,0,0
label_10,859,0,1,0,0,0,0,0,0
label_10,860,0,1,0,0,0,0,0,0
label_10,861,0,1,0,0,0,0,0,0
label_10,862,0,1,0,0,0,0,0,0
label_10,863,0,1,0,0,0,0,0,0
label_10,864,0,1,0,0,0,0,0,0
label_10,865,0,1,0,0,0,0,0,0
label_10,866,0,1,0,0,0,0,0,0
label_10,867,0,1,0,0,0,0,0,0
label_10,868,0,1,0,0,0,0,0,0
label_10,869,0,1,0,0,0,0,0,0
label_10,870,0,1,0,0,0,0,0,0
label_10,871,0,1,0,0,0,0,0,0
label_10,872,0,1,0,0,0,0,0,0
label_10,873,0,1,0,0,0,0,0,0
label_10,874,0,1,0,0,0,1,0,0
label_10,875,0,1,0,0,0,1,0,0
label_10,876,0,1,0,0,0,1,0,0
label_10,877,0,1,0,0,0,1,0,0
label_10,878,0,0,0,0,0,1,0,0
label_10,879,0,0,0,0,0,1,0,0
label_10,880,0,0,0,0,0,1,0,0
label_10,881,0,0,0,0,0,1,0,0
label_10,882,0,0,0,0,0,1,0,0
label_10,883,0,0,0,0,0,1,0,0
label_10,884,0,0,0,0,0,1,0,0
label_10,885,0,0,0,0,0,1,0,0
label_10,886,0,0,0,0,0,1,0,0
label_10,887,0,0,0,0,0,1,0,0
label_10,888,0,0,0,0,0,1,0,0
label_10,889,0,0,0,0,0,1,0,0
label_10,890,0,0,0,0,0,1,0,0
label_10,891,0,0,0,0,0,1,0,0
label_10,892,0,0,0,0,0,1,0,0
label_10,893,0,0,0,0,0,1,0,0
label_10,894,0,0,0,0,0,1,0,0
label_10,895,0,0,0,0,0,1,0,0
label_10,896,0,0,0,0,0,1,0,0
label_10,897,0,0,0,0,0,1,0,0
label_10,898,0,0,0,0,0,1,0,0
label_10,899,0,0,0,0,0,1,0,0
label_10,900,0,0,0,0,0,1,0,0
label_10,901,0,0,0,0,0,1,0,0
label_10,902,0,0,0,0,0,1,0,0
label_10,903,0,0,0,0,0,1,0,0
label_10,904,0,0,0,0,0,1,0,0
label_10,905,0,0,0,0,0,1,0,0
label_10,906,0,0,0,0,0,1,0,0
label_10,907,0,0,0,0,0,1,0,0
label_10,908,0,0,0,0,0,1,0,0
label_10,909,0,0,0,0,0,1,0,0
label_10,910,0,0,0,0,0,1,0,0
label_10,911,0,0,0,0,0,1,0,0
label_10,912,0,0,0,0,0,1,0,0
label_10,913,0,0,0,0,0,1,0,0
label_10,914,0,0,0,0,0,1,0,0
